Command,Link,Description,Preprocessed_Description
ap debug dot 11r remove-key,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-11r-rmvky.htm,Use this command to remove an r1 key from an AP when the AP does not have a cached r1 key during Fast BSS Transition roaming.,use remove r1 key ap ap cached r1 key fast bss transition roaming
ap debug advanced-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-adv-stats.htm,Issue this command under the supervision of Aruba technical support to enable the collection and display of advanced AP debugging information.,issue supervision aruba technical support enable collection display advanced ap debugging information
ap debug client-trace stop,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-clntr-stp.htm,"This command stops tracing management packets from a client MAC address. You must issue the command only under the guidance of Aruba technical support. This command is supported on 100 Series, 120 Series, and 130 Series access points only.",stops tracing management packets client mac address must issue guidance aruba technical support supported 100 series 120 series 130 series access points
ap debug client-trace start,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-clntr-str.htm,"This command traces management packets from a client MAC address. You must issue the command only under the guidance of Aruba technical support. This command is supported on 100 Series, 120 Series, and 130 Series access points only.",traces management packets client mac address must issue guidance aruba technical support supported 100 series 120 series 130 series access points
ap debug openflow,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-opnfw.htm,"This command deletes all the OpenFlow flows, and should only be used under the guidance of Aruba technical support.",deletes openflow flows used guidance aruba technical support
ap debug radio-diag-log,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-rad-diag-log.htm,"This command collects WLAN firmware diagnostic logs to facilitate firmware debugging. Configure the dump-collection-profile to use this command. When the radio-diag-log collection is stopped using ap debug radio-diag-log stop command, the log file is automatically transferred to the dump server that is configured in dump-collection-profile.",collects wlan firmware diagnostic logs facilitate firmware debugging configure use collection stopped using ap debug stop log file automatically transferred dump server configured
ap debug radio-event-log,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-rad-evtlg.htm,"Start and stops packet log capture of radio events for debugging purposes, and sends a log file of the events to a dump server when  logging stops.",start stops packet log capture radio events debugging purposes sends log file events dump server logging stops
ap debug radio-registers dump,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-rad-reg.htm,"This command collects specified radio-register information for debugging purposes, dumps the registers into a local file, and will automatically transfer the file to the dump-server that is configured in ap-system-profile.",collects specified information debugging purposes dumps registers local file automatically transfer file configured
ap debug stm-trace,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dbg-stm-trc.htm,This command enables / disables stm-trace categories.,enables disables categories
ap-deep-sleep,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-deep-sleep.htm,This command is used to move the APs into deep-sleep mode.,used move aps mode
apdisconnect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/apdisconnect.htm,This command disconnects a mesh point from its parent.,disconnects mesh point parent
ap deploy-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-dply-pro.htm,"This command applies the AP deployment policy to the default AP group, and/or to the list of AP MAC addresses included in the UAP blacklist/denylist table, and/or to the specified IP address range. The AP deployment policy redirects the applicable APs to the Instant discovery process, ensuring that the APs run only in controller-less mode.",applies ap deployment policy default ap group list ap mac addresses included uap table specified ip address range ap deployment policy redirects applicable aps instant discovery process ensuring aps run mode
ap enet-link-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-enet-lnk_pro.htm,This command configures the duplex and speed of the Ethernet port on the AP. The configurable speed is dependent on the port type.,configures duplex speed ethernet port ap configurable speed dependent port type
apflash,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/apflash.htm,This command re-flashes the specified AP. Execute this command under the guidance of Aruba technical support.,specified ap execute guidance aruba technical support
ap flush-r1-on-new-r0,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-flush-r1-r0.htm,"Use this command to enable or disable flushing of R1 keys, when R0 is updated for d-tunnel or bridge mode.",use enable disable flushing r1 keys r0 updated bridge mode
