Command,Link,Description
ap modem,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap%20modem.htm,"This command upgrades the firmware version of Aruba AP USB LTE modem from the managed device. The managed device first downloads the modem firmware, and then the Remote AP downloads the firmware from the managed device."
ap modem-upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-mdm-upgrd.htm,"This command configures the firmware upgrade of Aruba USB LTE modem, and decides which AP gets upgraded when you issue the ap modem upgrade <specific-aps> command. You can add or remove specific AP name or AP group, as well as remove all the AP names and AP groups from the list for modem firmware upgrade. You can also reset the entire firmware upgrade before initiating a new upgrade."
ap multizone-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-mltz-pro.htm,"MultiZone feature allows AP to terminate to multiple managed devices that reside in different zones. A zone is a collection of managed devices under a single administration domain. The zone can have a single managed device or a cluster. This command allows you to create an AP MultiZone profile, set the data zone index, and controller-ip."
apmove,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-move.htm,"When HA is enabled, use this command to move an AP or group of APs to their managed devices. This command should be used when it is necessary to move a single AP, all APs in an ap-group, or all APs to switchover to their standby managed device without an actual failure of the active managed device. For example, this allows the network admin to manually move one or more APs to their managed device and perform a planned upgrade or maintenance on the active managed device."
ap-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-name.htm,"This command configures a specific AP. Profiles that are applied to an AP group can be overridden on a per-AP name basis, and virtual APs can be added or excluded on a per-AP name basis. If a particular profile is overridden for an AP, all parameters from the overriding profile are used. There is no merging of individual parameters between the AP and the AP group to which the AP belongs."
ap packet-capture,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-pkt_cpt.htm,"These commands manage WiFi packet capture (PCAP) on Aruba APs. The WiFi packets are encapsulated in a UDP header and sent to a client running a packet analyzer like Wildpacket’s Airopeek, Omnipeek, or Wireshark."
ap process restart,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-prcs-rstrt.htm,Use this command to restart the AP process of a particular AP. This command should only be used under the guidance of Aruba technical support.
ap provisioning-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-provs-pro.htm,This command defines a provisioning profile for an AP or group of APs. The AP provisioning profile allows you to define a set of provisioning parameters to an AP group. These settings can be saved or assigned to an AP group by using the ap-group <group> provisioning-profile <profile> command.
ap provisioning-rule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-provs-rule.htm,This command defines the conditions to select a group of APs and the subsequent actions to provision the APs. These settings can be saved or assigned to an AP group via the command ap provisioning-rule <profile-name>.
ap provisioning-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-provs-rules.htm,This command defines the priority of the provisioning rules that are actively used by the Auto-provisioning feature in APs.
ap randomize-channel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-rand-channel.htm,This command will instruct the AP to change to a random channel and this command works only when ARM is in maintain mode.
ap redeploy controller-less,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-rdply-cntrles.htm,"This command sets the AP preference role to controller-less, allowing the AP to bypass controller discovery and immediately initiate Instant discovery during AP image upgrade. APs with the controller-less preference role are deployed as controller-less APs."
ap-regroup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-regrp.htm,This command moves a specified AP into a group. All APs discovered by the Mobility Conductor are assigned to the “default” AP group. An AP can belong to only one AP group at a time. You can move an AP to an AP group that you created with the ap-group command.
ap regulatory activate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-regtry-actv.htm,This command activates the specified regulatory certificate
ap regulatory-domain-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-regtry-dom.htm,"This command configures an AP regulatory domain profile. This profile configures the country code and valid channels for operation of APs. The list of valid channels only affects the channels that may be selected by ARM or by the Mobility Conductor when no channel is configured. Channels that are specifically configured in the AP radio settings profile (see rf dot11a-radio-profile, rf dot11g-radio-profilerf dot11g-radio-profile) must be valid for the country and the AP model."
ap regulatory reset,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-regtry-reset.htm,This command returns the Mobility Conductor to the factory default Regulatory-Cert.
ap remote-debug-packet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-rem-dbg-pkt.htm,This command enables the packet debugging functionality to debug and troubleshoot data packets handled by the AP. Configure the packet debugging functionality by issuing the ap remote-debug-pkt type and ap remote-debug-pkt match to select the packet data type and filter respectively.
ap-rename,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-rename.htm,This command changes the name of an AP to the specified new name. An AP name must be unique within your network.
ap sesimagotag-esl ugr-radio-firmware,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-sesim.htm,This command will upgrade the ESL-Radio Firmware.
ap spectrum clear-webui-view-settings,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-spect-clr-ui.htm,"Clear a saved spectrum dashboard view. Saved spectrum view preferences may not be backwards compatible with the spectrum analysis dashboard in earlier versions of ArubaOS. If you downgrade to an earlier version of ArubaOS and your client is unable to load a saved spectrum view in the spectrum dashboard, access the CLI in enable mode and issue this command to delete the saved spectrum views and display default view settings in the spectrum dashboard."
ap spectrum local-override,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-spect-lcl-ovr.htm,"Convert an AP or AM into a spectrum monitor by adding it to the spectrum local-override list. There are two ways to change an AP that supports the spectrum monitor feature into a spectrum monitor. You can assign that AP to a 802.11a and 802.11g radio profile that is already set to spectrum mode, or you can temporarily change the AP into a spectrum monitor using a local spectrum override profile. When you use a local spectrum override profile to override the mode setting of an AP, that AP will begin to operate as a spectrum monitor, but will remain associated with its previous 802.11a and 802.11g radio profiles. If you change any parameter (other than the overridden mode parameter) in the spectrum monitor’s 802.11a or 802.11g radio profiles, the spectrum monitor will immediately update with the change. When you remove the local spectrum override, the spectrum monitor will revert back to its previous mode, and remain assigned to the same 802.11a and 802.11g radio profiles as before."
ap system-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-system-pro.htm,"This command configures an AP system profile. The AP system profile configures AP administrative operations, such as AirMatch and AP health check options and logging levels."
ap test,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-test.htm,Execute this command to get the test results in an AP.
apugr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-upgr.htm,This command can be executed for cluster upgrade.
ap usb-acl-prof,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-usb-acl-prof.htm,This command is used to create a AP USB ACL profile.
ap usb-prof,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-usb-prof.htm,This command is used to create a AP USB profile.
ap wake-up,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-wake-up.htm,This command is used to wake up APs from the deep-sleep mode.
ap wifi-uplink-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ap-wifi-up-prof.htm,"This command configures a Wi-Fi uplink profile. When both wpa-hexkey and wpa-passphrase parameters are configured, wpa-hexkey takes precedence."
